Year,Category,Nominee,Won?
1984,Documentary (Feature),Streetwise,NO
1984,Documentary (Feature),The Times of Harvey Milk,YES
1984,Documentary (Short Subject),The Children of Soong Ching Ling,NO
1984,Documentary (Short Subject),Code Gray: Ethical Dilemmas in Nursing,NO
1984,Documentary (Short Subject),The Garden of Eden,NO
1984,Documentary (Short Subject),Recollections of Pavlovsk,NO
1984,Documentary (Short Subject),The Stone Carvers,YES
1984,Film Editing,Amadeus,NO
1984,Film Editing,The Cotton Club,NO
1984,Film Editing,The Killing Fields,YES
1984,Film Editing,A Passage to India,NO
1984,Film Editing,Romancing the Stone,NO
1984,Foreign Language Film,Beyond the Walls,NO
1984,Foreign Language Film,Camila,NO
1984,Foreign Language Film,Dangerous Moves,YES
1984,Foreign Language Film,Double Feature,NO
1984,Foreign Language Film,Wartime Romance,NO
1984,Makeup,Amadeus,YES
1984,Makeup,"Greystoke: The Legend of Tarzan, Lord of the Apes",NO
1984,Makeup,2010,NO
1984,Music (Scoring),Indiana Jones and the Temple of Doom,NO
1984,Music (Scoring),The Natural,NO
1984,Music (Scoring),A Passage to India,YES
1984,Music (Scoring),The River,NO
1984,Music (Scoring),Under the Volcano,NO
1984,Music (Scoring),The Muppets Take Manhattan,NO
1984,Music (Scoring),Purple Rain,YES
1984,Music (Scoring),Songwriter,NO
1984,Music (Song),Against All Odds,NO
1984,Music (Song),Footloose,NO
1984,Music (Song),Ghostbusters,NO
1984,Music (Song),The Woman in Red,YES
1984,Music (Song),Footloose,NO
1984,Best Picture,Amadeus,YES
1984,Best Picture,The Killing Fields,NO
1984,Best Picture,A Passage to India,NO
1984,Best Picture,Places in the Heart,NO
1984,Best Picture,A Soldier's Story,NO
1984,Short Film (Animated),Charade,YES
1984,Short Film (Animated),Doctor De Soto,NO
1984,Short Film (Animated),Paradise,NO
1984,Short Film (Live Action),The Painted Door,NO
1984,Short Film (Live Action),Tales of Meeting and Parting,NO
1984,Short Film (Live Action),Up,YES
1984,Sound,Amadeus,YES
1984,Sound,Dune,NO
1984,Sound,A Passage to India,NO
1984,Sound,The River,NO
1984,Sound,2010,NO
1984,Sound Editing,The River,YES
1984,Visual Effects,Ghostbusters,NO
1984,Visual Effects,Indiana Jones and the Temple of Doom,YES
1984,Visual Effects,2010,NO
1984,Writing,Amadeus,YES
1984,Writing,"Greystoke: The Legend of Tarzan, Lord of the Apes",NO
1984,Writing,The Killing Fields,NO
1984,Writing,A Passage to India,NO
1984,Writing,A Soldier's Story,NO
1984,Writing,Beverly Hills Cop,NO
1984,Writing,Broadway Danny Rose,NO
1984,Writing,El Norte,NO
1984,Writing,Places in the Heart,YES
1984,Writing,Splash,NO
1983,Actor -- Leading Role,Educating Rita ,NO
1983,Actor -- Leading Role,"Reuben, Reuben ",NO
1983,Actor -- Leading Role,The Dresser ,NO
1983,Actor -- Leading Role,Tender Mercies ,YES
1983,Actor -- Leading Role,The Dresser ,NO
1983,Actor -- Supporting Role,To Be or Not to Be ,NO
1983,Actor -- Supporting Role,Terms of Endearment ,NO
1983,Actor -- Supporting Role,Terms of Endearment ,YES
1983,Actor -- Supporting Role,The Right Stuff ,NO
1983,Actor -- Supporting Role,Cross Creek ,NO
1983,Actress -- Leading Role,Testament ,NO
1983,Actress -- Leading Role,Terms of Endearment ,YES
1983,Actress -- Leading Role,Silkwood ,NO
1983,Actress -- Leading Role,Educating Rita ,NO
1983,Actress -- Leading Role,Terms of Endearment ,NO
1983,Actress -- Supporting Role,Silkwood ,NO
1983,Actress -- Supporting Role,The Big Chill ,NO
1983,Actress -- Supporting Role,The Year of Living Dangerously ,YES
1983,Actress -- Supporting Role,Yentl ,NO
1983,Actress -- Supporting Role,Cross Creek ,NO
1983,Art Direction,Fanny & Alexander,YES
1983,Art Direction,Return of the Jedi,NO
1983,Art Direction,The Right Stuff,NO
1983,Art Direction,Terms of Endearment,NO
1983,Art Direction,Yentl,NO
1983,Cinematography,Fanny & Alexander,YES
1983,Cinematography,Flashdance,NO
1983,Cinematography,The Right Stuff,NO
1983,Cinematography,WarGames,NO
1983,Cinematography,Zelig,NO
1983,Costume Design,Cross Creek,NO
1983,Costume Design,Fanny & Alexander,YES
1983,Costume Design,Heart Like a Wheel,NO
1983,Costume Design,The Return of Martin Guerre,NO
1983,Costume Design,Zelig,NO
1983,Directing,The Dresser,NO
1983,Directing,Fanny & Alexander,NO
1983,Directing,Silkwood,NO
1983,Directing,Tender Mercies,NO
1983,Directing,Terms of Endearment,YES
1983,Documentary (Feature),Children of Darkness,NO
1983,Documentary (Feature),First Contact,NO
1983,Documentary (Feature),He Makes Me Feel Like Dancin',YES
1983,Documentary (Feature),The Profession of Arms,NO
1983,Documentary (Feature),Seeing Red,NO
1983,Documentary (Short Subject),Flamenco at 5:15,YES
1983,Documentary (Short Subject),In the Nuclear Shadow: What Can the Children Tell Us?,NO
1983,Documentary (Short Subject),Sewing Woman,NO
1983,Documentary (Short Subject),Spaces: The Architecture of Paul Rudolph,NO
1983,Documentary (Short Subject),You Are Free (Ihr Zent Frei),NO
1983,Film Editing,Blue Thunder,NO
1983,Film Editing,Flashdance,NO
1983,Film Editing,The Right Stuff,YES
1983,Film Editing,Silkwood,NO
1983,Film Editing,Terms of Endearment,NO
1983,Foreign Language Film,Carmen,NO
1983,Foreign Language Film,Entre Nous,NO
1983,Foreign Language Film,Fanny & Alexander,YES
1983,Foreign Language Film,Job's Revolt,NO
1983,Foreign Language Film,Le Bal,NO
1983,Music (Scoring),Cross Creek,NO
1983,Music (Scoring),Return of the Jedi,NO
1983,Music (Scoring),The Right Stuff,YES
1983,Music (Scoring),Terms of Endearment,NO
1983,Music (Scoring),Under Fire,NO
1983,Music (Scoring),The Sting II,NO
1983,Music (Scoring),Trading Places,NO
1983,Music (Scoring),Yentl,YES
1983,Music (Song),Flashdance,YES
1983,Music (Song),Flashdance,NO
1983,Music (Song),Tender Mercies,NO
1983,Music (Song),Yentl,NO
1983,Music (Song),Yentl,NO
1983,Best Picture,The Big Chill,NO
1983,Best Picture,The Dresser,NO
1983,Best Picture,The Right Stuff,NO
1983,Best Picture,Tender Mercies,NO
1983,Best Picture,Terms of Endearment,YES
1983,Short Film (Animated),Mickey's Christmas Carol,NO
1983,Short Film (Animated),Sound of Sunshine - Sound of Rain,NO
1983,Short Film (Animated),Sundae in New York,YES
1983,Short Film (Live Action),Boys and Girls,YES
1983,Short Film (Live Action),Goodie-Two-Shoes,NO
1983,Short Film (Live Action),Overnight Sensation,NO
1983,Sound,Never Cry Wolf,NO
1983,Sound,Return of the Jedi,NO
1983,Sound,The Right Stuff,YES
1983,Sound,Terms of Endearment,NO
1983,Sound,WarGames,NO
1983,Sound Editing,Return of the Jedi,NO
1983,Sound Editing,The Right Stuff,YES
1983,Visual Effects,Return of the Jedi,YES
1983,Writing,Betrayal,NO
1983,Writing,The Dresser,NO
1983,Writing,Educating Rita,NO
1983,Writing,"Reuben, Reuben",NO
1983,Writing,Terms of Endearment,YES
1983,Writing,The Big Chill,NO
1983,Writing,Fanny & Alexander,NO
1983,Writing,Silkwood,NO
1983,Writing,Tender Mercies,YES
1983,Writing,WarGames,NO
1982,Actor -- Leading Role,Tootsie ,NO
1982,Actor -- Leading Role,Gandhi ,YES
1982,Actor -- Leading Role,Missing ,NO
1982,Actor -- Leading Role,The Verdict ,NO
1982,Actor -- Leading Role,My Favorite Year ,NO
1982,Actor -- Supporting Role,The Best Little Whorehouse in Texas ,NO
1982,Actor -- Supporting Role,An Officer and a Gentleman ,YES
1982,Actor -- Supporting Role,The World According to Garp ,NO
1982,Actor -- Supporting Role,The Verdict ,NO
1982,Actor -- Supporting Role,Victor/Victoria ,NO
1982,Actress -- Leading Role,Victor/Victoria ,NO
1982,Actress -- Leading Role,Frances ,NO
1982,Actress -- Leading Role,Missing ,NO
1982,Actress -- Leading Role,Sophie's Choice ,YES
1982,Actress -- Leading Role,An Officer and a Gentleman ,NO
1982,Actress -- Supporting Role,The World According to Garp ,NO
1982,Actress -- Supporting Role,Tootsie ,NO
1982,Actress -- Supporting Role,Tootsie ,YES
1982,Actress -- Supporting Role,Frances ,NO
1982,Actress -- Supporting Role,Victor/Victoria ,NO
1982,Art Direction,Annie,NO
1982,Art Direction,Blade Runner,NO
1982,Art Direction,Gandhi,YES
1982,Art Direction,La Traviata,NO
1982,Art Direction,Victor/Victoria,NO
1982,Cinematography,Das Boot,NO
1982,Cinematography,E.T. The Extra-Terrestrial,NO
1982,Cinematography,Gandhi,YES
1982,Cinematography,Sophie's Choice,NO
1982,Cinematography,Tootsie,NO
1982,Costume Design,Gandhi,YES
1982,Costume Design,La Traviata,NO
1982,Costume Design,Sophie's Choice,NO
1982,Costume Design,Tron,NO
1982,Costume Design,Victor/Victoria,NO
1982,Directing,Das Boot,NO
1982,Directing,E.T. The Extra-Terrestrial,NO
1982,Directing,Gandhi,YES
1982,Directing,Tootsie,NO
1982,Directing,The Verdict,NO
1982,Documentary (Feature),After the Axe,NO
1982,Documentary (Feature),Ben's Mill,NO
1982,Documentary (Feature),In Our Water,NO
1982,Documentary (Feature),Just Another Missing Kid,YES
1982,Documentary (Feature),A Portrait of Giselle,NO
1982,Documentary (Short Subject),Gods of Metal,NO
1982,Documentary (Short Subject),If You Love This Planet,YES
1982,Documentary (Short Subject),The Klan: A Legacy of Hate in America,NO
1982,Documentary (Short Subject),To Live or Let Die,NO
1982,Documentary (Short Subject),Traveling Hopefully,NO
1982,Film Editing,Das Boot,NO
1982,Film Editing,E.T. The Extra-Terrestrial,NO
1982,Film Editing,Gandhi,YES
1982,Film Editing,An Officer and a Gentleman,NO
1982,Film Editing,Tootsie,NO
1982,Foreign Language Film,Alsino and the Condor,NO
1982,Foreign Language Film,Coup de Torchon ('Clean Slate'),NO
1982,Foreign Language Film,The Flight of the Eagle,NO
1982,Foreign Language Film,Private Life,NO
1982,Foreign Language Film,Volver a Empezar ('To Begin Again'),YES
1982,Makeup,Gandhi,NO
1982,Makeup,Quest for Fire,YES
1982,Music (Scoring),E.T. The Extra-Terrestrial,YES
1982,Music (Scoring),Gandhi,NO
1982,Music (Scoring),An Officer and a Gentleman,NO
1982,Music (Scoring),Poltergeist,NO
1982,Music (Scoring),Sophie's Choice,NO
1982,Music (Scoring),Annie,NO
1982,Music (Scoring),One from the Heart,NO
1982,Music (Scoring),Victor/Victoria,YES
1982,Music (Song),Rocky III,NO
1982,Music (Song),Best Friends,NO
1982,Music (Song),"Yes, Giorgio",NO
1982,Music (Song),Tootsie,NO
1982,Music (Song),An Officer and a Gentleman,YES
1982,Best Picture,E.T. The Extra-Terrestrial,NO
1982,Best Picture,Gandhi,YES
1982,Best Picture,Missing,NO
1982,Best Picture,Tootsie,NO
1982,Best Picture,The Verdict,NO
1982,Short Film (Animated),The Great Cognito,NO
1982,Short Film (Animated),The Snowman,NO
1982,Short Film (Animated),Tango,YES
1982,Short Film (Live Action),Ballet Robotique,NO
1982,Short Film (Live Action),A Shocking Accident,YES
1982,Short Film (Live Action),The Silence,NO
1982,Short Film (Live Action),Split Cherry Tree,NO
1982,Short Film (Live Action),Sredni Vashtar,NO
1982,Sound,Das Boot,NO
1982,Sound,E.T. The Extra-Terrestrial,YES
1982,Sound,Gandhi,NO
1982,Sound,Tootsie,NO
1982,Sound,Tron,NO
1982,Sound Editing,Das Boot,NO
1982,Sound Editing,E.T. The Extra-Terrestrial,YES
1982,Sound Editing,Poltergeist,NO
1982,Visual Effects,Blade Runner,NO
1982,Visual Effects,E.T. The Extra-Terrestrial,YES
1982,Visual Effects,Poltergeist,NO
1982,Writing,Das Boot,NO
1982,Writing,Missing,YES
1982,Writing,Sophie's Choice,NO
1982,Writing,The Verdict,NO
1982,Writing,Victor/Victoria,NO
1982,Writing,Diner,NO
1982,Writing,E.T. The Extra-Terrestrial,NO
1982,Writing,Gandhi,YES
1982,Writing,An Officer and a Gentleman,NO
1982,Writing,Tootsie,NO
1981,Actor -- Leading Role,Reds ,NO
1981,Actor -- Leading Role,On Golden Pond ,YES
1981,Actor -- Leading Role,Atlantic City ,NO
1981,Actor -- Leading Role,Arthur ,NO
1981,Actor -- Leading Role,Absence of Malice ,NO
1981,Actor -- Supporting Role,Only When I Laugh ,NO
1981,Actor -- Supporting Role,Arthur ,YES
1981,Actor -- Supporting Role,Chariots of Fire ,NO
1981,Actor -- Supporting Role,Reds ,NO
1981,Actor -- Supporting Role,Ragtime ,NO
1981,Actress -- Leading Role,On Golden Pond ,YES
1981,Actress -- Leading Role,Reds ,NO
1981,Actress -- Leading Role,Only When I Laugh ,NO
1981,Actress -- Leading Role,Atlantic City ,NO
1981,Actress -- Leading Role,The French Lieutenant's Woman ,NO
1981,Actress -- Supporting Role,Absence of Malice ,NO
1981,Actress -- Supporting Role,On Golden Pond ,NO
1981,Actress -- Supporting Role,Only When I Laugh ,NO
1981,Actress -- Supporting Role,Ragtime ,NO
1981,Actress -- Supporting Role,Reds ,YES
1981,Art Direction,The French Lieutenant's Woman,NO
1981,Art Direction,Heaven's Gate,NO
1981,Art Direction,Ragtime,NO
1981,Art Direction,Raiders of the Lost Ark,YES
1981,Art Direction,Reds,NO
1981,Cinematography,Excalibur,NO
1981,Cinematography,On Golden Pond,NO
1981,Cinematography,Ragtime,NO
1981,Cinematography,Raiders of the Lost Ark,NO
1981,Cinematography,Reds,YES
1981,Costume Design,Chariots of Fire,YES
1981,Costume Design,The French Lieutenant's Woman,NO
1981,Costume Design,Pennies from Heaven,NO
1981,Costume Design,Ragtime,NO
1981,Costume Design,Reds,NO
1981,Directing,Atlantic City,NO
1981,Directing,Chariots of Fire,NO
1981,Directing,On Golden Pond,NO
1981,Directing,Raiders of the Lost Ark,NO
1981,Directing,Reds,YES
1981,Documentary (Feature),Against Wind and Tide: A Cuban Odyssey,NO
1981,Documentary (Feature),Brooklyn Bridge,NO
1981,Documentary (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,NO
1981,Documentary (Feature),El Salvador: Another Vietnam,NO
1981,Documentary (Feature),Genocide,YES
1981,Documentary (Short Subject),Americas in Transition,NO
1981,Documentary (Short Subject),Close Harmony,YES
1981,Documentary (Short Subject),Journey for Survival,NO
1981,Documentary (Short Subject),See What I Say,NO
1981,Documentary (Short Subject),Urge to Build,NO
1981,Film Editing,Chariots of Fire,NO
1981,Film Editing,The French Lieutenant's Woman,NO
1981,Film Editing,On Golden Pond,NO
1981,Film Editing,Raiders of the Lost Ark,YES
1981,Film Editing,Reds,NO
1981,Foreign Language Film,The Boat Is Full,NO
1981,Foreign Language Film,Man of Iron,NO
1981,Foreign Language Film,Mephisto,YES
1981,Foreign Language Film,Muddy River,NO
1981,Foreign Language Film,Three Brothers,NO
1981,Makeup,An American Werewolf in London,YES
1981,Makeup,Heartbeeps,NO
1981,Music (Scoring),Chariots of Fire,YES
1981,Music (Scoring),Dragonslayer,NO
1981,Music (Scoring),On Golden Pond,NO
1981,Music (Scoring),Ragtime,NO
1981,Music (Scoring),Raiders of the Lost Ark,NO
1981,Music (Song),Arthur,YES
1981,Music (Song),Endless Love,NO
1981,Music (Song),The Great Muppet Caper,NO
1981,Music (Song),For Your Eyes Only,NO
1981,Music (Song),Ragtime,NO
1981,Best Picture,Atlantic City,NO
1981,Best Picture,Chariots of Fire,YES
1981,Best Picture,On Golden Pond,NO
1981,Best Picture,Raiders of the Lost Ark,NO
1981,Best Picture,Reds,NO
1981,Short Film (Animated),Crac,YES
1981,Short Film (Animated),The Creation,NO
1981,Short Film (Animated),The Tender Tale of Cinderella Penguin,NO
1981,Short Film (Live Action),Couples and Robbers,NO
1981,Short Film (Live Action),First Winter,NO
1981,Short Film (Live Action),Violet,YES
1981,Sound,On Golden Pond,NO
1981,Sound,Outland,NO
1981,Sound,Pennies from Heaven,NO
1981,Sound,Raiders of the Lost Ark,YES
1981,Sound,Reds,NO
1981,Sound Editing,Raiders of the Lost Ark,YES
1981,Visual Effects,Dragonslayer,NO
1981,Visual Effects,Raiders of the Lost Ark,YES
1981,Writing,The French Lieutenant's Woman,NO
1981,Writing,On Golden Pond,YES
1981,Writing,Pennies from Heaven,NO
1981,Writing,Prince of the City,NO
1981,Writing,Ragtime,NO
1981,Writing,Absence of Malice,NO
1981,Writing,Arthur,NO
1981,Writing,Atlantic City,NO
1981,Writing,Chariots of Fire,YES
1981,Writing,Reds,NO
1980,Actor -- Leading Role,Raging Bull ,YES
1980,Actor -- Leading Role,The Great Santini ,NO
1980,Actor -- Leading Role,The Elephant Man ,NO
1980,Actor -- Leading Role,Tribute ,NO
1980,Actor -- Leading Role,The Stunt Man ,NO
1980,Actor -- Supporting Role,Ordinary People ,NO
1980,Actor -- Supporting Role,Ordinary People ,YES
1980,Actor -- Supporting Role,The Great Santini ,NO
1980,Actor -- Supporting Role,Raging Bull ,NO
1980,Actor -- Supporting Role,Melvin and Howard ,NO
1980,Actress -- Leading Role,Resurrection ,NO
1980,Actress -- Leading Role,Private Benjamin ,NO
1980,Actress -- Leading Role,Ordinary People ,NO
1980,Actress -- Leading Role,Gloria ,NO
1980,Actress -- Leading Role,Coal Miner's Daughter ,YES
1980,Actress -- Supporting Role,Private Benjamin ,NO
1980,Actress -- Supporting Role,Resurrection ,NO
1980,Actress -- Supporting Role,Raging Bull ,NO
1980,Actress -- Supporting Role,Inside Moves ,NO
1980,Actress -- Supporting Role,Melvin and Howard ,YES
1980,Art Direction,Coal Miner's Daughter,NO
1980,Art Direction,The Elephant Man,NO
1980,Art Direction,The Empire Strikes Back,NO
1980,Art Direction,Kagemusha (The Shadow Warrior),NO
1980,Art Direction,Tess,YES
1980,Cinematography,The Blue Lagoon,NO
1980,Cinematography,Coal Miner's Daughter,NO
1980,Cinematography,The Formula,NO
1980,Cinematography,Raging Bull,NO
1980,Cinematography,Tess,YES
1980,Costume Design,The Elephant Man,NO
1980,Costume Design,My Brilliant Career,NO
1980,Costume Design,Somewhere in Time,NO
1980,Costume Design,Tess,YES
1980,Costume Design,When Time Ran Out,NO
1980,Directing,The Elephant Man,NO
1980,Directing,Ordinary People,YES
1980,Directing,Raging Bull,NO
1980,Directing,The Stunt Man,NO
1980,Directing,Tess,NO
1980,Documentary (Feature),Agee,NO
1980,Documentary (Feature),The Day after Trinity,NO
1980,Documentary (Feature),From Mao to Mozart: Isaac Stern in China,YES
1980,Documentary (Feature),Front Line,NO
1980,Documentary (Feature),The Yellow Star - The Persecution of the Jews in Europe 1933-45,NO
1980,Documentary (Short Subject),Don't Mess with Bill,NO
1980,Documentary (Short Subject),The Eruption of Mount St. Helens,NO
1980,Documentary (Short Subject),It's the Same World,NO
1980,Documentary (Short Subject),Karl Hess: Toward Liberty,YES
1980,Documentary (Short Subject),Luther Metke at 94,NO
1980,Film Editing,Coal Miner's Daughter,NO
1980,Film Editing,The Competition,NO
1980,Film Editing,The Elephant Man,NO
1980,Film Editing,Fame,NO
1980,Film Editing,Raging Bull,YES
1980,Foreign Language Film,Confidence,NO
1980,Foreign Language Film,Kagemusha (The Shadow Warrior),NO
1980,Foreign Language Film,The Last Metro,NO
1980,Foreign Language Film,Moscow Does Not Believe in Tears,YES
1980,Foreign Language Film,The Nest,NO
1980,Music (Scoring),Altered States,NO
1980,Music (Scoring),The Elephant Man,NO
1980,Music (Scoring),The Empire Strikes Back,NO
1980,Music (Scoring),Fame,YES
1980,Music (Scoring),Tess,NO
1980,Music (Song),Fame,YES
1980,Music (Song),Nine to Five,NO
1980,Music (Song),Honeysuckle Rose,NO
1980,Music (Song),Fame,NO
1980,Music (Song),The Competition,NO
1980,Best Picture,Coal Miner's Daughter,NO
1980,Best Picture,The Elephant Man,NO
1980,Best Picture,Ordinary People,YES
